Nombre_Arriendo,Precio ($),Gastos_Comunes ($),Comuna,Direccion,Metros (m²),Habitaciones,Baños
"Santiago, Cóndor-lord cochrane",250000,80000,Santiago,Cóndor-lord cochrane,30,1,1
"Las Condes, Amplio y Luminoso Depto Las Condes 3D+3B-E+B (126484)",1400,320000,Las Condes,Amplio y Luminoso Depto Las Condes 3D+3B-E+B (126484),110,3,3
"Santiago, metro plaza de armas",350000,90000,Santiago,metro plaza de armas,34,1,1
"Santiago, San Isidro 337 (126620)",295000,60000,Santiago,San Isidro 337 (126620),33,1,1
"Santiago, Barrio República",280000,100000,Santiago,Barrio República,24,1,1
"La Florida, av La Florida con calle San Jorge",350000,85000,La Florida,av La Florida con calle San Jorge,36,1,1
"Providencia, Tu nuevo hogar te espera (126705)",620000,100000,Providencia,Tu nuevo hogar te espera (126705),60,2,2
"Macul, Av. Quilín",600000,20000,Macul,Av. Quilín,70,3,1
"Santiago, Entre calle Agustinas y moneda",460000,120000,Santiago,Entre calle Agustinas y moneda,51,1,1
"Ñuñoa, metro chile españa",1100,140000,Ñuñoa,metro chile españa,215,2,2
"Santiago, Metro santa isabel",300000,66000,Santiago,Metro santa isabel,30,1,1
"La Florida, Espacioso departamento  (126487)",490000,120000,La Florida,Espacioso departamento  (126487),75,2,2
"Macul, Acogedor arriendo en macul  (126508)",450000,90000,Macul,Acogedor arriendo en macul  (126508),45,2,1
"Santiago, Catedral 3058",280000,60000,Santiago,Catedral 3058,33,1,1
"Estación Central, Coronel Godoy 128",200000,28000,Estación Central,Coronel Godoy 128,22,1,1
"Las Condes, Duplex Amoblado, Gran Terraza Privada (126125)",1400,120000,Las Condes,"Duplex Amoblado, Gran Terraza Privada (126125)",40,1,1
"Santiago, Zenteno",530000,80000,Santiago,Zenteno,57,2,2
"Santiago, Mosqueto",275000,70000,Santiago,Mosqueto,25,1,1
"La Cisterna, Locarno",550000,100000,La Cisterna,Locarno,72,3,2
"Estación Central, Avenida María Rozas Velásquez",260000,30000,Estación Central,Avenida María Rozas Velásquez,22,1,1
"Estación Central, Carlos Pezoa Véliz",160000,60000,Estación Central,Carlos Pezoa Véliz,35,1,1
"Estación Central, Carlos Pezoa Véliz",135000,50000,Estación Central,Carlos Pezoa Véliz,26,1,1
"Estación Central, Carlos Pezoa Véliz",210000,90000,Estación Central,Carlos Pezoa Véliz,54,2,2
"Estación Central, Carlos Pezoa Véliz",160000,50000,Estación Central,Carlos Pezoa Véliz,34,1,1
"Estación Central, Carlos Pezoa Véliz",185000,70000,Estación Central,Carlos Pezoa Véliz,43,2,1
"Estación Central, Carlos Pezoa Véliz",160000,70000,Estación Central,Carlos Pezoa Véliz,38,1,1
"Estación Central, Carlos Pezoa Véliz",185000,70000,Estación Central,Carlos Pezoa Véliz,42,2,1
"Santiago, Santa Elvira",350000,60000,Santiago,Santa Elvira,32,1,1
"Santiago, Santa Elvira",400000,60000,Santiago,Santa Elvira,32,1,1
"Santiago, Avenida Presidente Balmaceda",150000,75000,Santiago,Avenida Presidente Balmaceda,36,1,1
"Ñuñoa, Guillermo Mann",410000,70000,Ñuñoa,Guillermo Mann,35,1,1
"Estación Central, Carlos Pezoa Véliz",135000,50000,Estación Central,Carlos Pezoa Véliz,26,1,1
"Estación Central, Carlos Pezoa Véliz",160000,50000,Estación Central,Carlos Pezoa Véliz,34,1,1
"Independencia, Montau",320000,87000,Independencia,Montau,29,1,1
"Quinta Normal, Doctor Lucas Sierra",380000,45000,Quinta Normal,Doctor Lucas Sierra,55,2,1
"Quinta Normal, Doctor Lucas Sierra",400000,45000,Quinta Normal,Doctor Lucas Sierra,55,3,1
"Santiago, Avenida Vicuña Mackenna",550000,100000,Santiago,Avenida Vicuña Mackenna,80,3,2
"Santiago, Argomedo",420000,95000,Santiago,Argomedo,58,2,2
"Estación Central, conde del maule 4175",450000,100000,Estación Central,conde del maule 4175,64,3,2
"San Joaquín, pintor cicarelli 278",460000,85000,San Joaquín,pintor cicarelli 278,44,2,1
"Santiago, tarapaca 850",280000,55000,Santiago,tarapaca 850,38,1,1
"Santiago, av manuel antonio matta 52",275000,65000,Santiago,av manuel antonio matta 52,31,1,1
"La Florida, Rojas Magallanes 2085, La Florida, Chile",650000,120000,La Florida,"Rojas Magallanes 2085, La Florida, Chile",68,2,2
"Santiago, zenteno 1482",280000,65000,Santiago,zenteno 1482,45,2,1
"Ñuñoa, Marchant Pereira",370000,80000,Ñuñoa,Marchant Pereira,24,1,1
"Providencia, 3 dormitorios excelente (125907)",950000,200000,Providencia,3 dormitorios excelente (125907),74,3,2
"San Miguel, Avenida lazo 1365",450000,100000,San Miguel,Avenida lazo 1365,61,2,2
"Pudahuel, Se Arrienda Departamento en Pudahuel  (126356)",500000,40000,Pudahuel,Se Arrienda Departamento en Pudahuel  (126356),50,3,2
"Santiago, 2 amplios dormitorios (126483)",420000,120000,Santiago,2 amplios dormitorios (126483),55,2,2
"Santiago, Impecable (126366)",580000,140000,Santiago,Impecable (126366),64,2,2
"Santiago, Luminoso dpto de 1d/1b (126371)",300000,70000,Santiago,Luminoso dpto de 1d/1b (126371),32,1,1
"La Cisterna, Luminoso Dpto de 2d/1b/1e/1b (126367)",350000,80000,La Cisterna,Luminoso Dpto de 2d/1b/1e/1b (126367),35,2,1
"San Joaquín, Luminoso dpto de 1d/1b/1e/1b (126365)",400000,100000,San Joaquín,Luminoso dpto de 1d/1b/1e/1b (126365),35,1,1
"Ñuñoa, Cómodo Dpto 1D 1B 1E 1B Metro M. Eyzaguirre!  (126476)",580000,100000,Ñuñoa,Cómodo Dpto 1D 1B 1E 1B Metro M. Eyzaguirre!  (126476),45,1,1
"Estación Central, Conde del Maule",265000,80000,Estación Central,Conde del Maule,35,1,1
"Estación Central, Conde del Maule",265000,80000,Estación Central,Conde del Maule,35,1,1
"Santiago, Arriendo Depto 2D1B Lord Cochrane 184 Stgo (126415)",360000,65000,Santiago,Arriendo Depto 2D1B Lord Cochrane 184 Stgo (126415),42,2,1
"Santiago, Cueto",550000,44000,Santiago,Cueto,100,3,2
"Santiago, Metro Santa Lucía",380000,85000,Santiago,Metro Santa Lucía,47,2,1
"Ñuñoa, Metro Monseñor Eyzaguirre (125992)",900000,200000,Ñuñoa,Metro Monseñor Eyzaguirre (125992),82,3,2
"La Florida, calle nueva 141",340000,80000,La Florida,calle nueva 141,34,1,1
"San Miguel, san ignacio 4850",370000,70000,San Miguel,san ignacio 4850,53,2,1
"La Florida, millalongo 76",390000,55000,La Florida,millalongo 76,47,1,1
"Santiago, manuel antonio tocornal 601",270000,55000,Santiago,manuel antonio tocornal 601,30,1,1
"La Florida, calle nueva 141",340000,80000,La Florida,calle nueva 141,34,1,1
"San Miguel, san ignacio 4850",370000,70000,San Miguel,san ignacio 4850,53,2,1
"La Florida, millalongo 76",390000,55000,La Florida,millalongo 76,47,1,1
"Santiago, manuel antonio tocornal 601",270000,55000,Santiago,manuel antonio tocornal 601,30,1,1
"Santiago, huerfanos 1555",440000,85000,Santiago,huerfanos 1555,45,2,2
"Estación Central, coronel souper 4158",450000,100000,Estación Central,coronel souper 4158,55,3,2
"Santiago, huerfanos 1555",440000,85000,Santiago,huerfanos 1555,45,2,2
"Estación Central, coronel souper 4158",450000,100000,Estación Central,coronel souper 4158,55,3,2
"Ñuñoa, Guillermo Mann",430000,70000,Ñuñoa,Guillermo Mann,35,1,1
"Santiago, Compañia de jesus 1656",340000,75000,Santiago,Compañia de jesus 1656,36,1,1
"Santiago, Compañia de jesus 1656",340000,75000,Santiago,Compañia de jesus 1656,36,1,1
"Ñuñoa, Francisco Meneses 1580",650000,100000,Ñuñoa,Francisco Meneses 1580,65,2,2
"San Joaquín, Amplio departamento Studio - Sin Comisión! (126378)",300000,70000,San Joaquín,Amplio departamento Studio - Sin Comisión! (126378),35,1,1
"Ñuñoa, Til Til 1980",380000,70000,Ñuñoa,Til Til 1980,37,1,11
"San Miguel, Décima Avenida 1180",300000,65000,San Miguel,Décima Avenida 1180,36,1,1
"Macul, Hermoso departamento en sector residencial (124510)",750000,150000,Macul,Hermoso departamento en sector residencial (124510),70,3,2
"Santiago, Propiedad en arriendo (126488)",350000,60000,Santiago,Propiedad en arriendo (126488),32,1,1
"Santiago, Centrico depto de 1D/1B - Metro Santa Ana  (126442)",320000,95000,Santiago,Centrico depto de 1D/1B - Metro Santa Ana  (126442),29,1,1
"Macul, Departamento en Los Olmos Macul 2d 2b 1e 1b (126090)",550000,90000,Macul,Departamento en Los Olmos Macul 2d 2b 1e 1b (126090),47,2,2
"Santiago, Amplio Departamento Frente a Av. Viel (126075)",470000,70000,Santiago,Amplio Departamento Frente a Av. Viel (126075),55,2,1
"Independencia, Arriendo Metro Hospitales 2d 1b 44m2 (126063)",380000,75000,Independencia,Arriendo Metro Hospitales 2d 1b 44m2 (126063),44,2,1
"Macul, P6 p7",420000,65000,Macul,P6 p7,38,1,1
"Macul, Exequiel fernandez 3490",420000,65000,Macul,Exequiel fernandez 3490,38,1,1
"Ñuñoa, San eugenio",480000,90000,Ñuñoa,San eugenio,38,1,1
"Macul, Exequiel fernandez 3490 fa 7",420000,65000,Macul,Exequiel fernandez 3490 fa 7,38,1,1
"Providencia, Luis Thayer Ojeda 1845",1000,170000,Providencia,Luis Thayer Ojeda 1845,95,3,2
"La Florida, Geronimo de Alderete con Vicuña Mackenna",400000,86000,La Florida,Geronimo de Alderete con Vicuña Mackenna,40,1,1
"La Florida, Geronimo de Alderete con Vicuña Mackenna",580000,129000,La Florida,Geronimo de Alderete con Vicuña Mackenna,69,2,2
"Ñuñoa, Irarrazaval con Exequiel Fernandez",690000,159000,Ñuñoa,Irarrazaval con Exequiel Fernandez,48,2,1
"Ñuñoa, Irarrazaval con Exequiel Fernandez",710000,180000,Ñuñoa,Irarrazaval con Exequiel Fernandez,52,2,2
"Providencia, Metro Ines de Suarez",670000,166000,Providencia,Metro Ines de Suarez,59,1,1
"Providencia, Metro Ines de Suarez",670000,166000,Providencia,Metro Ines de Suarez,59,1,1
"Ñuñoa, Irarrazaval con Exequiel Fernandez",550000,158000,Ñuñoa,Irarrazaval con Exequiel Fernandez,48,2,1
"Santiago, Vista oriente 1 dorm-1 baño, conex lavadora (125886)",300000,38000,Santiago,"Vista oriente 1 dorm-1 baño, conex lavadora (125886)",30,1,1
"Ñuñoa, Inmejorable ubicación, con estac, 1dorm+1bd (125883)",480000,88500,Ñuñoa,"Inmejorable ubicación, con estac, 1dorm+1bd (125883)",38,1,1
"Santiago, Excelente vista 1d+1b.Metro parque almagro (125882)",305000,45000,Santiago,Excelente vista 1d+1b.Metro parque almagro (125882),38,1,1
"Estación Central, 3d+1 baño, parque, metro, ambiente familiar (125881)",410000,64000,Estación Central,"3d+1 baño, parque, metro, ambiente familiar (125881)",45,3,1
"San Miguel, Depto 2d 2b estc y bga metro c niño, sodimac (126515)",450000,100000,San Miguel,"Depto 2d 2b estc y bga metro c niño, sodimac (126515)",56,2,2
"Independencia, Calle El Molino 1755",280000,70000,Independencia,Calle El Molino 1755,38,1,1
"Santiago, Santa Elvira",270000,30000,Santiago,Santa Elvira,25,1,1
"Peñalolén, Consistorial",680000,140000,Peñalolén,Consistorial,76,2,2
"Estación Central, 3d+1 baño, parque, metro, ambiente familiar (125881)",410000,64000,Estación Central,"3d+1 baño, parque, metro, ambiente familiar (125881)",45,3,1
"San Miguel, Depto 2d 2b estc y bga metro c niño, sodimac (126515)",450000,100000,San Miguel,"Depto 2d 2b estc y bga metro c niño, sodimac (126515)",56,2,2
"Independencia, Calle El Molino 1755",280000,70000,Independencia,Calle El Molino 1755,38,1,1
"Santiago, Santa Elvira",270000,30000,Santiago,Santa Elvira,25,1,1
"Peñalolén, Consistorial",680000,140000,Peñalolén,Consistorial,76,2,2
"La Florida, Camino del Monte",900000,140000,La Florida,Camino del Monte,114,3,2
"San Miguel, San Nicolas, san miguel metro lo vial",250000,70000,San Miguel,"San Nicolas, san miguel metro lo vial",22,1,1
"Macul, Los PLátanos 3001",400000,80000,Macul,Los PLátanos 3001,35,1,1
"Santiago, Toesca / Jose Miguel Carrera",300000,80000,Santiago,Toesca / Jose Miguel Carrera,35,1,1
"Estación Central, Arriendo depto de 2d en estación central (126526)",290000,60000,Estación Central,Arriendo depto de 2d en estación central (126526),45,2,1
"Santiago, Arriendo depto japonés 1d en metro baquedano (126525)",340000,60000,Santiago,Arriendo depto japonés 1d en metro baquedano (126525),33,1,1
"La Cisterna, Arriendo depto 206 de 1d en la cisterna (126523)",270000,60000,La Cisterna,Arriendo depto 206 de 1d en la cisterna (126523),33,1,1
"Estación Central, Arriendo depto 1401 de 2d en metro ecuador (126522)",340000,60000,Estación Central,Arriendo depto 1401 de 2d en metro ecuador (126522),55,2,1
"Santiago, Arriendo depto de 1d en metro bellas artes (126521)",380000,80000,Santiago,Arriendo depto de 1d en metro bellas artes (126521),55,1,1
"Santiago, Arriendo depto de 1d en metro santa isabel (126519)",240000,80000,Santiago,Arriendo depto de 1d en metro santa isabel (126519),33,1,1
"Santiago, Arriendo depto estudio en metro baquedano (126518)",260000,50000,Santiago,Arriendo depto estudio en metro baquedano (126518),28,1,1
"La Florida, Arriendo depto. desocupado 2D2B, La Florida (121318)",500000,80000,La Florida,"Arriendo depto. desocupado 2D2B, La Florida (121318)",50,2,2
"Lo Barnechea, Amoblado // Conectividad // Oportunidad (125896)",1550,260000,Lo Barnechea,Amoblado // Conectividad // Oportunidad (125896),87,3,2
"Providencia, Depto. Metro los leones 2d 1b",670000,100000,Providencia,Depto. Metro los leones 2d 1b,48,2,1
"Quilicura, Pedro Riveros",450000,55000,Quilicura,Pedro Riveros,61,3,2
"San Miguel, 68 m2: 3d2b con terraza de 7 m2  (126134)",560000,180000,San Miguel,68 m2: 3d2b con terraza de 7 m2  (126134),68,3,2
"La Cisterna, Gran Avenida",320000,70000,La Cisterna,Gran Avenida,36,1,1
"La Florida, Bellavista",320000,75000,La Florida,Bellavista,26,1,1
"Ñuñoa, Hermoso departamento en arriendo ñuñoa (126330)",570000,120000,Ñuñoa,Hermoso departamento en arriendo ñuñoa (126330),65,2,1
"Providencia, Moderno Duplex 1D-1B Metro Manuel Montt (126311)",650000,110000,Providencia,Moderno Duplex 1D-1B Metro Manuel Montt (126311),45,1,1
"La Florida, Excelente!! A pasos metro Bellavista (126284)",450000,100000,La Florida,Excelente!! A pasos metro Bellavista (126284),45,2,1
"La Florida, Pudeto - metro mirador y bellavista  (126289)",320000,80000,La Florida,Pudeto - metro mirador y bellavista  (126289),30,1,1
"Santiago, Dpto Home estudio, Metro Irarrazabal. (70874)",250000,50000,Santiago,"Dpto Home estudio, Metro Irarrazabal. (70874)",22,1,1
"Macul, Depto. Estilo Mariposa 2 Dormitorio 2 Baños  (125961)",520000,97000,Macul,Depto. Estilo Mariposa 2 Dormitorio 2 Baños  (125961),56,2,2
"La Florida, Departamento metro bellavista la florida  (125994)",520000,110000,La Florida,Departamento metro bellavista la florida  (125994),52,2,2
"Independencia, Departamento en Arriendo de 3 dormitorios (125966)",430000,90000,Independencia,Departamento en Arriendo de 3 dormitorios (125966),56,3,2
"Santiago, Gran oportunidad depto 1 dorm en Huérfanos cerca del metro La Moneda",300000,70000,Santiago,Gran oportunidad depto 1 dorm en Huérfanos cerca del metro La Moneda,31,1,1
"Santiago, Metro universidad de chile, studio",330000,115000,Santiago,"Metro universidad de chile, studio",30,1,1
"Las Condes, Hermoso Depto 2 dormitorios , metro Tobalaba  (126451)",850000,170000,Las Condes,"Hermoso Depto 2 dormitorios , metro Tobalaba  (126451)",76,2,2
"Santiago, Arriendo depto home estudio a 2 cuadras de la estacion del metro parque almagro",300000,70000,Santiago,Arriendo depto home estudio a 2 cuadras de la estacion del metro parque almagro,35,1,1
"Quinta Normal, Cerca de Metro, colegios y centro Comercial (123845)",370000,60000,Quinta Normal,"Cerca de Metro, colegios y centro Comercial (123845)",46,3,1
"Santiago, Metro ula (126493)",380000,80000,Santiago,Metro ula (126493),35,1,1
"Providencia, Depto semi nuevo a estrenar, sin uso habitacional, a pasos del metro Cristobal Colon y plaza Las Lilas",1500,250000,Providencia,"Depto semi nuevo a estrenar, sin uso habitacional, a pasos del metro Cristobal Colon y plaza Las Lilas",114,3,2
"San Miguel, Arriendo dpto 2h2b estacionamient San Nicolas (125875)",440000,80000,San Miguel,Arriendo dpto 2h2b estacionamient San Nicolas (125875),60,2,2
"Macul, Los Clarines 3051",586000,170000,Macul,Los Clarines 3051,74,2,2
"Santiago, Departamento Con Habitaciones Amplias (16886)",450000,76000,Santiago,Departamento Con Habitaciones Amplias (16886),50,2,1
"Macul, Vespucio con las torres",470000,75000,Macul,Vespucio con las torres,65,2,2
"San Miguel, avenida santa rosa",350000,75000,San Miguel,avenida santa rosa,48,2,1
"Lo Prado, Condominio San Ignacio, Primera Etapa",330000,40000,Lo Prado,"Condominio San Ignacio, Primera Etapa",60,2,1
"Ñuñoa, Venta depto 2d 1b ñuñoa /metro chile españa",680000,100000,Ñuñoa,Venta depto 2d 1b ñuñoa /metro chile españa,48,2,1
"La Florida, 50% Dscto 1mes 1D1BOpcion E B. Metro Vic Mac y Macul La Florida",290000,60000,La Florida,50% Dscto 1mes 1D1BOpcion E B. Metro Vic Mac y Macul La Florida,37,1,1
"Santiago, 1mes gratis, sin aval, estudio opcion e,alamos c rondizzoni",300000,40000,Santiago,"1mes gratis, sin aval, estudio opcion e,alamos c rondizzoni",25,1,1
"Macul, 50% Dscto1Mes,C/Muebles 2D 2B E Poeta Vicente Huidobro Macul",520000,90000,Macul,"50% Dscto1Mes,C/Muebles 2D 2B E Poeta Vicente Huidobro Macul",52,2,2
"Independencia, Huanuco 2290 Independencia",350000,60000,Independencia,Huanuco 2290 Independencia,36,1,1
"Santiago, Carmen 237",450000,100000,Santiago,Carmen 237,45,2,1
"Quilicura, Pedro Riveros 1501, Quilicura, Valle Lo Campino, Quilicura, RM (Metropolitana)",580000,85000,Quilicura,"Pedro Riveros 1501, Quilicura, Valle Lo Campino, Quilicura, RM (Metropolitana)",62,3,2
"Quilicura, Pedro Riveros 1501, Quilicura, Valle Lo Campino, Quilicura, RM (Metropolitana)",580000,85000,Quilicura,"Pedro Riveros 1501, Quilicura, Valle Lo Campino, Quilicura, RM (Metropolitana)",62,3,2
"La Cisterna, metro el parron",360000,65000,La Cisterna,metro el parron,55,2,1
"Santiago, Impecable y amplio departamento  (125979)",290000,70000,Santiago,Impecable y amplio departamento  (125979),33,1,1
"Ñuñoa, Moderno Dp1D/Estac.metro Chile España  (126485)",480000,120000,Ñuñoa,Moderno Dp1D/Estac.metro Chile España  (126485),38,1,1
"Santiago, Lindo home studio-metro moneda y parque almag (126277)",280000,50000,Santiago,Lindo home studio-metro moneda y parque almag (126277),28,1,1
"Ñuñoa, Dp.1d.Estac.Bod.Virginio arias -ñuñoa (126066)",480000,80000,Ñuñoa,Dp.1d.Estac.Bod.Virginio arias -ñuñoa (126066),37,1,1
"Santiago, zenteno 1482",350000,77000,Santiago,zenteno 1482,42,2,1
"Estación Central, Arriendo Dpto Estación Central Conde de Maule (126405)",380000,85000,Estación Central,Arriendo Dpto Estación Central Conde de Maule (126405),51,2,2
"Ñuñoa, Bremen con irarrazaval",980000,180000,Ñuñoa,Bremen con irarrazaval,108,4,3
"Santiago, Avenida Santa Isabel 920",580000,106000,Santiago,Avenida Santa Isabel 920,46,2,2
"Santiago, Departamento en Santiago Centro (2D+1B) (126406)",370000,100000,Santiago,Departamento en Santiago Centro (2D+1B) (126406),60,2,1
"Macul, Nuevo! (126410)",500000,95000,Macul,Nuevo! (126410),40,1,1
"La Florida, García Hurtado de Mendoza",610000,93000,La Florida,García Hurtado de Mendoza,87,3,2
"San Miguel, El llano, san miguel (126159)",600000,130000,San Miguel,"El llano, san miguel (126159)",62,2,2
"Macul, Departamento amplio (126157)",600000,125000,Macul,Departamento amplio (126157),67,3,2
"Estación Central, Moderno y vista despejada (126155)",420000,70000,Estación Central,Moderno y vista despejada (126155),46,2,1
"San Miguel, Arriendo 1d + 1b (126148)",350000,50000,San Miguel,Arriendo 1d + 1b (126148),50,1,1
"Santiago, Excelente ubicación (126147)",360000,70000,Santiago,Excelente ubicación (126147),44,2,1
"Macul, Disponibilidad inmediata! (126146)",530000,60000,Macul,Disponibilidad inmediata! (126146),60,2,2
"Ñuñoa, Vista despejada oriente! (126145)",1250,200000,Ñuñoa,Vista despejada oriente! (126145),95,3,2
"Santiago, Luminoso Dpto 2D+1B,  Aire Acondicionado (126509)",480000,90000,Santiago,"Luminoso Dpto 2D+1B,  Aire Acondicionado (126509)",44,2,1
"Recoleta, Bello Dpto 1D+1B+Bodega  (126507)",295000,60000,Recoleta,Bello Dpto 1D+1B+Bodega  (126507),34,1,1
"Cerrillos, Dpto 2D/1B+1E y Piscina en Cerrillos (126069)",390000,60000,Cerrillos,Dpto 2D/1B+1E y Piscina en Cerrillos (126069),60,2,1
"Estación Central, Depto NUEVO comisión y garantía en cuotas (121929)",410000,117000,Estación Central,Depto NUEVO comisión y garantía en cuotas (121929),47,2,2
"Providencia, California",1050,230000,Providencia,California,80,2,2
