Nombre,Precio,Gastos_Comunes,Ubicacion,Metros,Habitaciones,Baños
"Providencia, Parque Bustamante / Barrio Italia / Providencia",$ 1.000.000,$ 140.000,"Providencia, Parque Bustamante / Barrio Italia / Providencia",105 m²,2,2
"Estación Central, Toro Mazotte",$ 275.000,$ 70.000,"Estación Central, Toro Mazotte",41 m²,1,1
"Santiago, Av. Manuel Rodriguez (116111)",$ 330.000,$ 70.000,"Santiago, Av. Manuel Rodriguez (116111)",37 m²,1,1
"Ñuñoa, José Domingo Cañas con Pedro de Valdivia","UF 12,88",$ 122.000,"Ñuñoa, José Domingo Cañas con Pedro de Valdivia",40 m²,1,1
"La Cisterna, Fernandez albano 637",$ 365.000,$ 95.000,"La Cisterna, Fernandez albano 637",41 m²,2,1
"Ñuñoa, Nelson 2040",$ 430.000,$ 80.000,"Ñuñoa, Nelson 2040",40 m²,1,1
"San Joaquín, arriendo metro Rodrigo de Araya  (84619)",$ 500.000,$ 120.000,"San Joaquín, arriendo metro Rodrigo de Araya  (84619)",49 m²,2,2
"San Miguel, Arriendo (116385)",$ 400.000,$ 150.000,"San Miguel, Arriendo (116385)",56 m²,2,2
"La Florida, Metro mirador- pudeto (116266)",$ 400.000,$ 100.000,"La Florida, Metro mirador- pudeto (116266)",57 m²,2,1
"La Cisterna, Departamento conectado a todo ¡¡ (115191)",$ 380.000,$ 60.000,"La Cisterna, Departamento conectado a todo ¡¡ (115191)",40 m²,2,1
"Independencia, Departamento con vida de barrio (113937)",$ 240.000,$ 80.000,"Independencia, Departamento con vida de barrio (113937)",35 m²,1,1
"Estación Central, Departamento 1D/1B Excelente Ubicación  (25445)",$ 250.000,$ 90.000,"Estación Central, Departamento 1D/1B Excelente Ubicación  (25445)",28 m²,1,1
"Providencia, Loft recien remodelado | Embajadas o extranjeros.",$ 1.000.000,$ 270.000,"Providencia, Loft recien remodelado | Embajadas o extranjeros.",40 m²,1,2
"Estación Central, Avenida Ecuador",$ 400.000,$ 75.000,"Estación Central, Avenida Ecuador",52 m²,2,2
"Cerrillos, Martín de Solier",$ 150.000,$ 60.000,"Cerrillos, Martín de Solier",33 m²,1,1
"Providencia, Manuel montt y francisco bilbao",$ 750.000,$ 125.000,"Providencia, Manuel montt y francisco bilbao",5.743 m²,1,1
"Santiago, Departamento Mariposa con Estacionamiento (116085)",$ 490.000,$ 120.000,"Santiago, Departamento Mariposa con Estacionamiento (116085)",47 m²,2,2
"San Miguel, Lazo 1365",$ 400.000,$ 110.000,"San Miguel, Lazo 1365","51,2 m²",2,1
"Santiago, Marín 382",$ 380.000,$ 75.000,"Santiago, Marín 382",45 m²,2,2
"La Florida, geronimo de alderete",$ 330.000,$ 65.000,"La Florida, geronimo de alderete",31 m²,1,1
"Estación Central, Av. Ecuador 4698, Estacion Central",$ 290.000,$ 70.000,"Estación Central, Av. Ecuador 4698, Estacion Central",38 m²,1,1
"Santiago, Se Arrienda 2D, 1B, 1Bod – Gorbea (116203)",$ 380.000,$ 120.000,"Santiago, Se Arrienda 2D, 1B, 1Bod – Gorbea (116203)",47 m²,2,1
"San Joaquín, Piscina Increíble Cerca Linea 5 (116093)",$ 340.000,$ 80.000,"San Joaquín, Piscina Increíble Cerca Linea 5 (116093)",37 m²,1,1
"Santiago, Metro U de Santiago",$ 350.000,$ 130.000,"Santiago, Metro U de Santiago",45 m²,2,2
"Santiago, Arrienda departamento 1d+1b con estacionamiento",$ 270.000,$ 90.000,"Santiago, Arrienda departamento 1d+1b con estacionamiento",35 m²,1,1
"La Florida, Depto. Arriendo $350.000 (116146)",$ 340.000,$ 65.000,"La Florida, Depto. Arriendo $350.000 (116146)",37 m²,1,1
"Macul, Arriendo Depto 2D 2B 1E 1B (116243)",$ 550.000,$ 150.000,"Macul, Arriendo Depto 2D 2B 1E 1B (116243)",50 m²,2,2
"Santiago, Se arrienda impecable departamento (115812)","UF 10,60",$ 110.000,"Santiago, Se arrienda impecable departamento (115812)",63 m²,2,2
"Macul, Quinchamalí",$ 560.000,$ 80.000,"Macul, Quinchamalí",69 m²,2,2
"Ñuñoa, Castillo urizar 1845",$ 450.000,$ 90.000,"Ñuñoa, Castillo urizar 1845",38 m²,1,1
"Santiago, Metro parque almagro",$ 260.000,$ 60.000,"Santiago, Metro parque almagro",32 m²,1,1
"Independencia, Gamero",$ 400.000,$ 130.000,"Independencia, Gamero",49 m²,2,1
"Estación Central, Avenida Alameda Libertador Bernardo O'Higgins",$ 360.000,$ 70.000,"Estación Central, Avenida Alameda Libertador Bernardo O'Higgins",70 m²,3,1
"Estación Central, Blanco Garcés Int",$ 300.000,$ 70.000,"Estación Central, Blanco Garcés Int",30 m²,1,1
"Santiago, Avenida Vicuña Mackenna",$ 340.000,$ 100.000,"Santiago, Avenida Vicuña Mackenna",40 m²,2,1
"Las Condes, Amplio Depto. amoblado/ Alonso de Camargo (81876)",$ 1.150.000,$ 140.000,"Las Condes, Amplio Depto. amoblado/ Alonso de Camargo (81876)",83 m²,2,2
"Santiago, Av. Viel 1616",$ 300.000,$ 60.000,"Santiago, Av. Viel 1616",38 m²,1,1
"La Florida, Avenida Vicuña Mackenna Oriente",$ 245.000,$ 110.000,"La Florida, Avenida Vicuña Mackenna Oriente",52 m²,2,1
"Santiago, Portugal , cerca del metro irarrazaval",$ 480.000,$ 80.000,"Santiago, Portugal , cerca del metro irarrazaval",58 m²,2,2
"Providencia, Antonio Bellet,soffia",$ 1.250.000,$ 240.000,"Providencia, Antonio Bellet,soffia",83 m²,3,2
"Macul, Vicuña Mackenna & Metro Agricola",$ 315.000,$ 58.000,"Macul, Vicuña Mackenna & Metro Agricola",39 m²,1,1
"Santiago, Santo Domingo / Bandera / Morande",$ 275.000,$ 75.000,"Santiago, Santo Domingo / Bandera / Morande",43 m²,1,1
"La Florida, Metro vicente valdes",$ 490.000,$ 115.000,"La Florida, Metro vicente valdes",64 m²,2,2
"Macul, Exequiel fernandez 3490",$ 450.000,$ 80.000,"Macul, Exequiel fernandez 3490",39 m²,1,1
"Ñuñoa, Zañartu 2075",$ 560.000,$ 85.000,"Ñuñoa, Zañartu 2075",52 m²,2,2
"Las Condes, Cerro Colorado frente al Parque Araucano Sin muebles !","UF 44,00",$ 200.000,"Las Condes, Cerro Colorado frente al Parque Araucano Sin muebles !",115 m²,3,2
"La Cisterna, Departamento (115990)",$ 400.000,$ 35.000,"La Cisterna, Departamento (115990)",55 m²,3,1
"Macul, avenida macul 3700",$ 470.000,$ 80.000,"Macul, avenida macul 3700",52 m²,2,1
"San Miguel, Metro San Miguel. Calle Arcangel 1200",$ 520.000,$ 95.000,"San Miguel, Metro San Miguel. Calle Arcangel 1200",48 m²,2,1
"Independencia, Carrión",$ 336.000,$ 87.000,"Independencia, Carrión",49 m²,2,1
"Santiago, Metro parque almagro 3d/2b + estacionamiento (115888)",$ 600.000,$ 100.000,"Santiago, Metro parque almagro 3d/2b + estacionamiento (115888)",76 m²,3,2
"San Miguel, Se arrienda homestudio//santiago (115906)",$ 240.000,$ 50.000,"San Miguel, Se arrienda homestudio//santiago (115906)",18 m²,1,1
"Ñuñoa, Los avellanos 2551, ñuñoa. Barrio zañartu",$ 593.000,$ 116.000,"Ñuñoa, Los avellanos 2551, ñuñoa. Barrio zañartu",65 m²,2,2
"Santiago, Marín",$ 380.000,$ 80.000,"Santiago, Marín",36 m²,1,1
"Las Condes, Departamento amoblado cerro colorado","UF 44,00",$ 250.000,"Las Condes, Departamento amoblado cerro colorado",115 m²,3,2
"San Miguel, Arriendo san miguel, 2d/1b estacionamiento y bodega",$ 440.000,$ 80.000,"San Miguel, Arriendo san miguel, 2d/1b estacionamiento y bodega",48 m²,2,1
"Quilicura, Arriendo departamento con excelente ubicacion (115979)",$ 450.000,$ 5.000,"Quilicura, Arriendo departamento con excelente ubicacion (115979)",56 m²,3,1
"Independencia, Coronel Alvarado",$ 390.000,$ 89.000,"Independencia, Coronel Alvarado",40 m²,2,1
"La Cisterna, Metro el parrón",$ 480.000,$ 75.000,"La Cisterna, Metro el parrón",58 m²,2,2
"Santiago, Morande 924 A Pasos Metro Cal y Canto",$ 268.000,$ 87.000,"Santiago, Morande 924 A Pasos Metro Cal y Canto","27,65 m²",1,1
"La Florida, Depto en arriendo estilo mariposa, la florida (105661)","UF 15,00",$ 90.000,"La Florida, Depto en arriendo estilo mariposa, la florida (105661)",52 m²,2,2
"Santiago, Carmen",$ 410.000,$ 70.000,"Santiago, Carmen",45 m²,2,1
"Estación Central, Avenida Apóstol Santiago",$ 330.000,$ 60.000,"Estación Central, Avenida Apóstol Santiago",37 m²,1,1
"Santiago, Catedral",$ 400.000,$ 130.000,"Santiago, Catedral",44 m²,2,1
"Santiago, Compañía de Jesús",$ 350.000,$ 50.000,"Santiago, Compañía de Jesús",30 m²,1,1
"San Joaquín, Avenida Carlos Valdovinos",$ 440.000,$ 80.000,"San Joaquín, Avenida Carlos Valdovinos",61 m²,2,2
"San Bernardo, Almirante Riveros",$ 500.000,$ 50.000,"San Bernardo, Almirante Riveros",55 m²,3,1
"San Bernardo, Avenida Portales",$ 520.000,$ 70.000,"San Bernardo, Avenida Portales",61 m²,3,2
"San Miguel, Lazo",$ 400.000,$ 120.000,"San Miguel, Lazo",63 m²,2,2
"Santiago, Matucana 1251",$ 400.000,$ 75.000,"Santiago, Matucana 1251",54 m²,2,1
"Santiago, Morande 924 a pasos del metro Cal y Canto","UF 8,04",$ 118.000,"Santiago, Morande 924 a pasos del metro Cal y Canto",35 m²,1,1
"Las Condes, Martín de zamora / alicante",$ 1.300.000,$ 280.000,"Las Condes, Martín de zamora / alicante",118 m²,4,3
"Santiago, Ideal para estudiantes. Como nuevo, metro parque almagro.",$ 300.000,$ 85.000,"Santiago, Ideal para estudiantes. Como nuevo, metro parque almagro.",35 m²,1,1
"Ñuñoa, Metro irarrazaval metro ñuble",$ 495.000,$ 75.000,"Ñuñoa, Metro irarrazaval metro ñuble",48 m²,2,2
"Vitacura, Vista canchas golf sport frances","UF 95,00",$ 950.000,"Vitacura, Vista canchas golf sport frances",340 m²,4,4
"Ñuñoa, Plaza egaña",$ 750.000,$ 145.000,"Ñuñoa, Plaza egaña","69,22 m²",2,2
"Macul, Exequible fernández/ quinchamali",$ 500.000,$ 90.000,"Macul, Exequible fernández/ quinchamali",72 m²,2,2
"Santiago, San martin / general mackenna",$ 380.000,$ 70.000,"Santiago, San martin / general mackenna",39 m²,2,1
"Independencia, Plaza chacabuco - av. Independencia",$ 420.000,$ 72.000,"Independencia, Plaza chacabuco - av. Independencia",50 m²,2,1
"Macul, Madreselva con av. Macul",$ 500.000,$ 140.000,"Macul, Madreselva con av. Macul",54 m²,2,2
"Vitacura, Penthouse con vista despejada norte, disponibilidad inmediat","UF 70,00",$ 600.000,"Vitacura, Penthouse con vista despejada norte, disponibilidad inmediat",206 m²,3,3
"Santiago, Tocornal 455",$ 350.000,$ 70.000,"Santiago, Tocornal 455",38 m²,1,1
"Las Condes, Amoblado, moderno departamento, disponibilidad inmediata","UF 45,00",$ 230.000,"Las Condes, Amoblado, moderno departamento, disponibilidad inmediata",100 m²,2,2
"Santiago, Tocornal/ Santa Isabel",$ 475.000,$ 120.000,"Santiago, Tocornal/ Santa Isabel",52 m²,2,2
"San Miguel, Fernando lazcano/ ramón barros luco",$ 550.000,$ 90.000,"San Miguel, Fernando lazcano/ ramón barros luco",64 m²,2,2
"La Cisterna, Arrienda 1D1B Ossa 480",$ 300.000,$ 70.000,"La Cisterna, Arrienda 1D1B Ossa 480",38 m²,1,1
"Santiago, Arriendo departamento hermosa comunidad (115142)",$ 265.000,$ 40.000,"Santiago, Arriendo departamento hermosa comunidad (115142)",35 m²,1,1
"Las Condes, Amoblado de lujo! Con 2 estacionamientos! (115462)",$ 1.600.000,$ 190.000,"Las Condes, Amoblado de lujo! Con 2 estacionamientos! (115462)",134 m²,3,2
"Santiago, Dpto. en Av. Santa Isabel, + Estac. + Bod. (115324)",$ 380.000,$ 65.000,"Santiago, Dpto. en Av. Santa Isabel, + Estac. + Bod. (115324)",44 m²,2,1
"La Florida, Metro Mirador",$ 430.000,$ 70.000,"La Florida, Metro Mirador",36 m²,1,1
"Macul, Arriendo dpto 2d 2b + Est y Bd en Macul (115606)",$ 450.000,$ 70.000,"Macul, Arriendo dpto 2d 2b + Est y Bd en Macul (115606)",50 m²,2,2
"La Florida, Depto 1D1B garantía y comisión en cuotas (115473)",$ 370.000,$ 95.000,"La Florida, Depto 1D1B garantía y comisión en cuotas (115473)",32 m²,1,1
"Santiago, Lindo departamento en arriendo Metro santa an (115746)",$ 150.000,$ 80.000,"Santiago, Lindo departamento en arriendo Metro santa an (115746)",32 m²,1,1
"Ñuñoa, Acojedor departamento en arriendo (115708)",$ 410.000,$ 100.000,"Ñuñoa, Acojedor departamento en arriendo (115708)",41 m²,2,2
"Santiago, Barrio Brasil departamento en arriendo (115211)",$ 280.000,$ 800.000,"Santiago, Barrio Brasil departamento en arriendo (115211)",34 m²,1,1
"La Reina, Departamentos Nuevos Príncipe de Gales (84854)","UF 19,00",$ 1,"La Reina, Departamentos Nuevos Príncipe de Gales (84854)",60 m²,1,1
"San Miguel, Departamental (105835)",$ 308.000,$ 60.000,"San Miguel, Departamental (105835)",36 m²,1,1
"Santiago, Oportunidad de Arriendo 1D 1B Metro Moneda (98918)","UF 8,00",$ 60.000,"Santiago, Oportunidad de Arriendo 1D 1B Metro Moneda (98918)",39 m²,1,1
"Cerrillos, Martín de Solier",$ 165.000,$ 70.000,"Cerrillos, Martín de Solier",35 m²,1,1
"Ñuñoa, ñuñoa rodrigo de araya 1450 ñuñoa","UF 3.780,00",$ 70.000,"Ñuñoa, ñuñoa rodrigo de araya 1450 ñuñoa",60 m²,2,2
"Santiago, Calle San Ignacio de Loyola",$ 440.000,$ 70.000,"Santiago, Calle San Ignacio de Loyola",64 m²,2,2
"Santiago, Esmeralda 6454, La Cisterna",$ 340.000,$ 340.000,"Santiago, Esmeralda 6454, La Cisterna",71 m²,3,1
"Santiago, Metro santa ana",$ 290.000,$ 38.000,"Santiago, Metro santa ana",30 m²,1,1
"Conchalí, Avenida Dorsal 1301",$ 550.000,$ 55.000,"Conchalí, Avenida Dorsal 1301",69 m²,3,2
"Santiago, Carmen",$ 500.000,$ 180.000,"Santiago, Carmen",72 m²,3,2
"Macul, Santa cristina con av. Macul",$ 420.000,$ 80.000,"Macul, Santa cristina con av. Macul","34,78 m²",1,1
"La Cisterna, Carvajal",$ 280.000,$ 90.000,"La Cisterna, Carvajal",33 m²,1,1
"Quinta Normal, Juan de Barros",$ 300.000,$ 75.000,"Quinta Normal, Juan de Barros",48 m²,3,1
"San Miguel, Primera Avenida",$ 420.000,$ 75.000,"San Miguel, Primera Avenida",50 m²,2,2
"Santiago, Avenida Vicuña Mackenna",$ 680.000,$ 120.000,"Santiago, Avenida Vicuña Mackenna",51 m²,2,2
"Estación Central, Francisco Zelada",$ 250.000,$ 40.000,"Estación Central, Francisco Zelada",34 m²,1,1
"Estación Central, Nicasio Retamales",$ 250.000,$ 68.000,"Estación Central, Nicasio Retamales",36 m²,1,1
"Cerrillos, Martín de Solier",$ 238.000,$ 70.000,"Cerrillos, Martín de Solier",32 m²,1,1
"Santiago, Santo Domingo",$ 230.000,$ 80.000,"Santiago, Santo Domingo",37 m²,1,1
"Ñuñoa, Zañartu",$ 390.000,$ 80.000,"Ñuñoa, Zañartu",36 m²,1,1
"Cerrillos, Martín de Solier",$ 165.000,$ 50.000,"Cerrillos, Martín de Solier",34 m²,1,1
"Quinta Normal, Avenida Mapocho",$ 260.000,$ 30.000,"Quinta Normal, Avenida Mapocho",22 m²,1,1
"Recoleta, Maestra Lidia Torres",$ 480.000,$ 120.000,"Recoleta, Maestra Lidia Torres",58 m²,2,2
"Ñuñoa, Avenida Vicuña Mackenna",$ 420.000,$ 80.000,"Ñuñoa, Avenida Vicuña Mackenna",40 m²,1,1
"Maipú, Avenida Los Pajaritos",$ 320.000,$ 90.000,"Maipú, Avenida Los Pajaritos",68 m²,3,2
"Santiago, Carmen",$ 420.000,$ 70.000,"Santiago, Carmen",35 m²,1,1
"Santiago, Avenida Santa Rosa",$ 440.000,$ 120.000,"Santiago, Avenida Santa Rosa",51 m²,2,2
"Cerrillos, Martín de Solier",$ 150.000,$ 60.000,"Cerrillos, Martín de Solier",33 m²,1,1
"Santiago, Departamento 2 habitaciones y estacionamiento (114661)",$ 330.000,$ 50.000,"Santiago, Departamento 2 habitaciones y estacionamiento (114661)",45 m²,2,1
"Santiago, Depto estudio arturo prat/victoria (114688)",$ 220.000,$ 90.000,"Santiago, Depto estudio arturo prat/victoria (114688)",20 m²,1,1
"La Florida, Av. La Florida 9423",$ 600.000,$ 70.000,"La Florida, Av. La Florida 9423",62 m²,2,2
"San Miguel, Varas mena",$ 375.000,$ 65.000,"San Miguel, Varas mena",49 m²,2,1
"Estación Central, Avenida Víctor Jara",$ 225.000,$ 80.000,"Estación Central, Avenida Víctor Jara",29 m²,1,1
"Macul, Quilin 3500",$ 490.000,$ 140.000,"Macul, Quilin 3500",60 m²,2,2
"Recoleta, La virgen",$ 650.000,$ 70.000,"Recoleta, La virgen",47 m²,2,2
"San Miguel, Metro Departamental y Ciudad del Niño",$ 310.000,$ 40.000,"San Miguel, Metro Departamental y Ciudad del Niño",35 m²,1,1
"Santiago, San Isidro 234",$ 400.000,$ 110.000,"Santiago, San Isidro 234",44 m²,2,1
"Estación Central, Constantino",$ 340.000,$ 90.000,"Estación Central, Constantino",44 m²,2,1
"Santiago, Republica",$ 290.000,$ 750.000,"Santiago, Republica",36 m²,1,1
"Estación Central, Coronel Godoy",$ 290.000,$ 60.000,"Estación Central, Coronel Godoy",32 m²,1,1
"La Cisterna, Fuenzalida Urrejola",$ 360.000,$ 80.000,"La Cisterna, Fuenzalida Urrejola",45 m²,2,1
"Quinta Normal, Semi Amoblado 1D 1B Metro Gruta Lourdes (114644)",$ 310.000,$ 60.000,"Quinta Normal, Semi Amoblado 1D 1B Metro Gruta Lourdes (114644)",37 m²,1,1
"La Cisterna, Briones Luco",$ 440.000,$ 80.000,"La Cisterna, Briones Luco",47 m²,2,2
"Ñuñoa, Zañartu",$ 440.000,$ 50.000,"Ñuñoa, Zañartu",36 m²,1,1
"Santiago, Condor con Nataniel Cox",$ 250.000,$ 800.000,"Santiago, Condor con Nataniel Cox",31 m²,1,1
"Santiago, Amunátegui 890",$ 450.000,$ 70.000,"Santiago, Amunátegui 890",64 m²,2,2
"Macul, Avenida Escuela Agrícola",$ 550.000,$ 120.000,"Macul, Avenida Escuela Agrícola",47 m²,2,1
"Santiago, Avenida Rondizzoni",$ 300.000,$ 50.000,"Santiago, Avenida Rondizzoni",35 m²,1,1
"Estación Central, Santa Petronila",$ 200.000,$ 40.000,"Estación Central, Santa Petronila",33 m²,1,1
"Ñuñoa, Zañartu",$ 385.000,$ 60.000,"Ñuñoa, Zañartu",36 m²,1,1
"Santiago, Metro República",$ 270.000,$ 60.000,"Santiago, Metro República",30 m²,1,1
"Santiago, Libertad, Plaza Yungay","UF 6,33",$ 70.000,"Santiago, Libertad, Plaza Yungay",47 m²,1,1
"La Florida, Estación linea 4 metro rojas magallanes",$ 500.000,$ 110.000,"La Florida, Estación linea 4 metro rojas magallanes",49 m²,2,2
"Providencia, Suecia con Carlos Antunez","UF 15,00",$ 80.000,"Providencia, Suecia con Carlos Antunez",36 m²,2,1
"Macul, Santa cristina con av. Macul",$ 600.000,$ 140.000,"Macul, Santa cristina con av. Macul",60 m²,2,2
"Santiago, Santiago centro",$ 290.000,$ 100.000,"Santiago, Santiago centro",40 m²,1,1
"Providencia, En Arriendo Depto Mariposa 2D2B - M. Montt (110836)",$ 814.000,$ 165.000,"Providencia, En Arriendo Depto Mariposa 2D2B - M. Montt (110836)",61 m²,2,2
"Santiago, San Martín / gral. Mackennna",$ 300.000,$ 67.000,"Santiago, San Martín / gral. Mackennna",34 m²,1,1
"Santiago, Acogedor y luminoso arriendo metro uc (113577)",$ 310.000,$ 90.000,"Santiago, Acogedor y luminoso arriendo metro uc (113577)",40 m²,1,1
"Las Condes, Plaza Perú / Isidora Goyenechea / El Golf","UF 47,00",$ 1.250.000,"Las Condes, Plaza Perú / Isidora Goyenechea / El Golf",281 m²,3,4
"La Florida, Metro bella vista la florida",$ 530.000,$ 80.000,"La Florida, Metro bella vista la florida",55 m²,2,2
"La Cisterna, A Pasos del Metro (114016)",$ 350.000,$ 80.000,"La Cisterna, A Pasos del Metro (114016)",35 m²,1,1
"Santiago, Santiago centro",$ 290.000,$ 100.000,"Santiago, Santiago centro",40 m²,1,1
"Providencia, En Arriendo Depto Mariposa 2D2B - M. Montt (110836)",$ 814.000,$ 165.000,"Providencia, En Arriendo Depto Mariposa 2D2B - M. Montt (110836)",61 m²,2,2
"Santiago, San Martín / gral. Mackennna",$ 300.000,$ 67.000,"Santiago, San Martín / gral. Mackennna",34 m²,1,1
"Santiago, Acogedor y luminoso arriendo metro uc (113577)",$ 310.000,$ 90.000,"Santiago, Acogedor y luminoso arriendo metro uc (113577)",40 m²,1,1
"Las Condes, Plaza Perú / Isidora Goyenechea / El Golf","UF 47,00",$ 1.250.000,"Las Condes, Plaza Perú / Isidora Goyenechea / El Golf",281 m²,3,4
"La Florida, Metro bella vista la florida",$ 530.000,$ 80.000,"La Florida, Metro bella vista la florida",55 m²,2,2
"La Cisterna, A Pasos del Metro (114016)",$ 350.000,$ 80.000,"La Cisterna, A Pasos del Metro (114016)",35 m²,1,1
"Macul, Benito Rebolledo",$ 520.000,$ 74.000,"Macul, Benito Rebolledo",65 m²,3,2
"Recoleta, Piso 17 (114044)",$ 350.000,$ 65.000,"Recoleta, Piso 17 (114044)",33 m²,1,1
"Estación Central, Cercano estación metro las rejas l1",$ 320.000,$ 80.000,"Estación Central, Cercano estación metro las rejas l1",46 m²,2,1
"Estación Central, Cercano estación metro las rejas l1",$ 320.000,$ 80.000,"Estación Central, Cercano estación metro las rejas l1",46 m²,2,1
"Ñuñoa, A estrenar depto en ñuñoa (113981)",$ 400.000,$ 80.000,"Ñuñoa, A estrenar depto en ñuñoa (113981)",35 m²,1,1
"Vitacura, Amoblado top penthouse, vista despejada, nuevo","UF 80,00",$ 600.000,"Vitacura, Amoblado top penthouse, vista despejada, nuevo",238 m²,3,3
"Santiago, Depto, 1d/1b, edificio plaza marcoleta 462, santiago",$ 320.000,$ 60.000,"Santiago, Depto, 1d/1b, edificio plaza marcoleta 462, santiago",32 m²,1,1
"Santiago, Departamento en Arriendo, Nataniel Cox 135, Metro Moneda",$ 270.000,$ 65.000,"Santiago, Departamento en Arriendo, Nataniel Cox 135, Metro Moneda",28 m²,1,1
"Macul, Av. Américo Vespucio, Cercano a estación del metro las torres, Macul.",$ 340.000,$ 80.000,"Macul, Av. Américo Vespucio, Cercano a estación del metro las torres, Macul.",34 m²,1,1
"Las Condes, Plaza perú","UF 58,00",$ 390.000,"Las Condes, Plaza perú",160 m²,3,3
"San Miguel, Santa Rosa cerca Departamental",$ 650.000,$ 120.000,"San Miguel, Santa Rosa cerca Departamental",83 m²,3,2
"Santiago, Depto duplex de 46m2 +terraza 22 m2, bodega (113723)",$ 360.000,$ 120.000,"Santiago, Depto duplex de 46m2 +terraza 22 m2, bodega (113723)",46 m²,1,1
"Santiago, Santiago Centro - Muy luminoso e impecable (113841)",$ 340.000,$ 50.000,"Santiago, Santiago Centro - Muy luminoso e impecable (113841)",48 m²,2,1
"Santiago, Nuevo Depto 1D1B - M. Ñuble  (113816)",$ 390.000,$ 100.000,"Santiago, Nuevo Depto 1D1B - M. Ñuble  (113816)",38 m²,1,1
"Estación Central, Arriendo,Arriero Estay 3877, Estación Central (113728)",$ 280.000,$ 75.000,"Estación Central, Arriendo,Arriero Estay 3877, Estación Central (113728)",50 m²,2,1
"Ñuñoa, Arriendo depto 3 dormitorios 2 baños (113503)",$ 1.100.000,$ 128.000,"Ñuñoa, Arriendo depto 3 dormitorios 2 baños (113503)",81 m²,3,2
"Santiago, Arriendo san isidro 292- 1 hab-1baño (76827)",$ 350.000,$ 70.000,"Santiago, Arriendo san isidro 292- 1 hab-1baño (76827)",33 m²,1,1
"Santiago, San diego",$ 320.000,$ 25.000,"Santiago, San diego",18 m²,1,1
"Macul, Avenida macul 2278, macul",$ 550.000,$ 100.000,"Macul, Avenida macul 2278, macul",60 m²,2,2
"Santiago, Metro irarrazaval",$ 530.000,$ 120.000,"Santiago, Metro irarrazaval",54 m²,2,2
"Santiago, Metro santa isabel",$ 350.000,$ 65.000,"Santiago, Metro santa isabel","37,72 m²",1,1
"Providencia, El bosque / eliodoro yañez","UF 30,40",$ 170.000,"Providencia, El bosque / eliodoro yañez",120 m²,3,2
"Santiago, Santa isabel 361",$ 470.000,$ 70.000,"Santiago, Santa isabel 361",55 m²,2,2
"Quinta Normal, Pedro leo ugalde / catedral",$ 300.000,$ 65.000,"Quinta Normal, Pedro leo ugalde / catedral",60 m²,3,1
"Santiago, Mac iver con alameda",$ 360.000,$ 48.000,"Santiago, Mac iver con alameda",30 m²,1,1
"Santiago, Rosas 2599",$ 320.000,$ 65.000,"Santiago, Rosas 2599",40 m²,1,1
"Las Condes, Los Oleandros / Av. Colon","UF 40,77",$ 270.000,"Las Condes, Los Oleandros / Av. Colon",110 m²,4,3
"Santiago, Avenida Beauchef",$ 300.000,$ 70.000,"Santiago, Avenida Beauchef",60 m²,2,1
"Santiago, lira 570",$ 500.000,$ 100.000,"Santiago, lira 570",57 m²,2,2
"Macul, Vicuña Mackenna 3756",$ 360.000,$ 100.000,"Macul, Vicuña Mackenna 3756",47 m²,1,1
"Santiago, Se arrienda depto amoblado",$ 320.000,$ 60,"Santiago, Se arrienda depto amoblado",49 m²,1,1
"Santiago, Domeyko 1999",$ 350.000,$ 40.000,"Santiago, Domeyko 1999",41 m²,1,1
"Santiago, Nuevo Departamento 1D1B Santiago Centro codkt (113205)",$ 290.000,$ 65.000,"Santiago, Nuevo Departamento 1D1B Santiago Centro codkt (113205)",38 m²,1,1
"Maipú, Depto. en arriendo 2d+1b con estacionamiento  (113016)",$ 410.000,$ 45.000,"Maipú, Depto. en arriendo 2d+1b con estacionamiento  (113016)",50 m²,2,1
"Pudahuel, Departamento en arriendo 3 d+1 b Pudahuel  (113010)",$ 430.000,$ 60.000,"Pudahuel, Departamento en arriendo 3 d+1 b Pudahuel  (113010)",50 m²,3,1
"La Florida, Departamento nuevo la florida (113219)",$ 355.000,$ 100.000,"La Florida, Departamento nuevo la florida (113219)",0 m²,1,1
"Santiago, Barrio republica",$ 300.000,$ 60.000,"Santiago, Barrio republica",32 m²,1,1
"Peñalolén, El mejor departamento (113395)","UF 48,00",$ 300.000,"Peñalolén, El mejor departamento (113395)",165 m²,3,3
"Peñalolén, Acogedor depto primer piso con patio 3 3d 2 b (113372)",$ 600.000,$ 90.000,"Peñalolén, Acogedor depto primer piso con patio 3 3d 2 b (113372)",66 m²,3,2
"Peñalolén, Acogedor y luminoso y moderno depto 3 d 2 b (113371)",$ 615.000,$ 90.000,"Peñalolén, Acogedor y luminoso y moderno depto 3 d 2 b (113371)",60 m²,3,2
"Peñalolén, Acogedor y luminoso y moderno depto 3 d 2 b (113370)",$ 580.000,$ 90.000,"Peñalolén, Acogedor y luminoso y moderno depto 3 d 2 b (113370)",60 m²,3,2
"Santiago, Amplio Cumming, 2d 2b Vistas (113187)",$ 380.000,$ 112.000,"Santiago, Amplio Cumming, 2d 2b Vistas (113187)",74 m²,2,2
"Estación Central, Se arrienda dpto 1 ambiente coronel souper  (113021)",$ 190.000,$ 44.000,"Estación Central, Se arrienda dpto 1 ambiente coronel souper  (113021)",20 m²,1,1
